PERSONID	SERIAL	MOTIVE	MEANS1	CHARACTER1	OCCASION1	LOCATION1	OBJECT1	SPECIALTY1	INVADEMODE1	FLEEMODE1	TOOL1	FASHION1	TOOLSSOURCE1	COMMRULE1	ZONE1
R3624221009992008040046	1	111	7000	400	73	2319	505	81	2308	4	P0202	110	11	15	321282
R3624221009992008040048	1	109	2100	563	72	2402	548	16	2109	3	R0300	207	11	15	533224
R3624221009992008040049	1	125	4201	560	27	1104	530	20	2121	5	N0300	200	11	19	410901
R3624221009992008040050	1	106	7300	400	10	2302	512	49	2300	2	B1100	206	11	14	632222
R3624221009992008040051	1	104	5681	570	61	1707	556	9	2302	1	H1599	205	11	19	411700
R3624242059992007110004	1	122	6390	534	16	2323	549	9	2108	2	E0600	110	11	19	360722
R3624242059992007110005	1	115	6107	526	60	1199	563	49	2105	2	G0403	110	11	17	654123
R3624242059992007110006	1	113	1309	506	43	2209	503	18	2123	2	D0240	209	11	17	150602
R3624242059992007110007	1	107	4505	566	65	2318	551	21	2107	1	I1302	120	11	12	542626
R3624242059992007110008	1	120	3403	205	27	2230	536	35	2305	3	G0599	312	11	16	211103
R3624242059992007110009	1	112	3390	567	32	1307	555	49	2100	1	H1004	110	11	15	430400
R3624242059992007110010	1	114	4903	512	27	1404	534	41	2404	5	E0116	206	11	15	211282
R3624242059992007110011	1	118	5105	809	24	2331	516	30	2114	2	A0100	205	11	13	530421
R3624242059992007110012	1	126	5402	802	21	2335	501	7	2208	6	O0101	200	11	14	632523
R3624242059992007110013	1	109	4207	539	68	1302	566	16	2403	4	N0209	312	11	16	654226
R3624242059992007110014	1	118	5616	300	21	199	549	9	2209	2	N0204	299	11	18	610101
R3624242059992007110015	1	124	4512	402	20	2180	511	6	2122	6	R0500	120	11	15	610301
R3624242059992007110016	1	107	5111	305	45	2226	521	44	2309	2	G0207	100	11	16	810000
R3624242059992007110017	1	119	4580	557	12	1404	537	7	2109	5	A1201	100	11	17	513922
R3624242059992007110018	1	117	5408	130	24	1106	526	9	2403	6	J0209	200	11	13	610526
R3624242059992007110019	1	104	6403	305	23	2181	565	25	2106	2	E0115	120	11	19	330000
R3624242059992007110020	1	126	7111	506	24	2327	566	7	2123	5	C0218	209	11	15	622724
R3624242059992007110021	1	114	7485	807	30	1407	524	23	2119	6	J0104	207	11	11	452629
R3624242059992007110022	1	123	8900	535	12	1403	537	11	2304	3	F0599	206	11	11	513425
R3624242059992007110023	1	108	5685	304	12	2319	530	27	2202	4	J0307	207	11	17	410205
R3624242059992007110024	1	125	4390	808	60	2325	553	25	2405	5	W0380	201	11	13	130323
R3624242059992007110025	1	126	1108	301	45	381	544	22	2301	6	A0999	206	11	12	360429
R3624242059992007110026	1	123	4201	532	16	2322	513	26	2112	1	Y0014	312	11	16	411624
R3624242059992007120001	1	115	4905	200	64	1781	549	3	2206	1	X0074	208	11	15	350600
R3624242059992008010001	1	127	2400	203	60	130	602	7	2202	1	R0199	110	11	19	610701
R3624242059992008010002	1	121	6304	190	45	140	536	29	2116	5	K0799	200	11	14	370102
R3624242059992008030001	1	127	2104	531	66	1504	545	51	2103	6	A1112	201	11	13	440401
R3624222049992008030001	1	127	3601	390	22	2333	523	34	2201	1	C0204	201	11	19	152634
R3624222049992008030002	1	115	2301	303	30	1702	557	46	2125	1	Q0104	120	11	13	210401
R3624222049992008030003	1	124	3402	507	31	1800	552	40	2115	5	H0700	207	11	16	210600
R3624222049992008030004	1	112	4180	302	32	2310	539	45	2210	6	C0102	311	11	17	152105
R3624222049992008030005	1	109	4913	513	64	2112	573	49	2125	6	A0110	312	11	16	142621
R3624222049992008030006	1	101	6406	532	65	700	602	48	2403	2	X0063	209	11	13	511523
R3624222049992008030007	1	121	2102	532	61	1180	508	3	2111	3	I0106	202	11	12	341701
R3624222049992008030008	1	127	5711	531	66	1500	526	26	2406	1	Q0801	206	11	11	652100
R3624222049992008030009	1	118	5684	532	25	110	533	9	2406	1	X0078	302	11	15	341623
R3624222049992008050001	1	108	5704	304	11	2234	530	42	2202	2	B0799	200	11	15	320812
R3624222049992008050002	1	127	5409	550	64	2306	544	27	2122	6	I1303	205	11	13	530129
R3624222049992008050004	1	118	2108	305	47	320	549	2	2308	1	E0112	205	11	11	542227
R3624222049992008050005	1	104	1107	536	10	310	564	43	2400	4	F0400	202	11	18	510725
R3624222049992008050006	1	127	5108	570	27	1806	572	5	2118	5	C0504	202	11	15	370801
R3624222049992008050007	1	126	6400	547	70	2207	505	22	2402	2	C9900	190	11	12	632725
R3624222049992008050008	1	114	1104	505	73	1106	567	11	2206	2	K0699	299	11	11	371105
R3624222049992008050009	1	117	2200	522	73	2215	533	44	2106	3	Q0100	203	11	19	150582
R3624222049992008050010	1	109	8000	503	72	2403	530	18	2401	1	J0307	190	11	19	440803
R3624222049992008050011	1	118	6105	513	22	1200	564	50	2403	5	X0076	312	11	16	610102
R3624222049992008050012	1	105	3611	205	41	2329	537	29	2109	6	A0101	301	11	19	522730
R3624222059992008050001	1	124	4601	543	25	1200	513	18	2205	4	E0111	110	11	11	320510
R3624222079992008120001	1	115	7114	569	15	2227	534	19	2406	6	Q0399	312	11	16	370322
R3624222079992008120002	1	126	4200	120	11	1402	541	12	2307	1	E0115	120	11	12	320311
R3624222109992008120002	1	126	3280	553	32	1708	528	16	2206	3	B0299	190	11	15	513432
R3624222109992008120003	1	108	3512	553	14	2107	527	32	2304	5	E0409	206	11	15	450400
R3624222109992008120004	1	103	7404	513	48	2217	504	23	2122	1	C0224	205	11	15	150424
R3624222109992008120005	1	108	5305	564	45	2308	570	80	2208	4	Q0301	312	11	16	370684
R3624242089992008040002	1	123	5322	528	12	1702	510	4	2301	3	E0180	209	11	18	340201
R3624242089992008040003	1	120	7404	547	22	2328	569	47	2116	2	A1700	302	11	17	612427
R3624242089992008040004	1	101	4390	502	62	1406	507	37	2112	5	A1600	202	11	11	431081
R3624242089992008040005	1	126	3519	290	23	130	548	1	2202	3	Y0045	203	11	19	445322
R3624242089992008040006	1	122	3304	808	31	2105	527	26	2303	3	E0601	200	11	14	130205
R3624242089992008040007	1	103	5708	567	65	1220	602	28	2115	5	V0111	300	11	18	360103
R3624242089992008040008	1	122	3305	515	13	1410	549	33	2109	3	S0104	311	11	19	152134
R3624242089992008040009	1	121	5209	490	14	1601	563	18	2210	6	W0818	299	11	15	420281
R3624242089992008040010	1	111	6435	562	25	2199	566	46	2210	6	U0310	209	11	17	652323
R3624242089992008040011	1	103	6111	805	70	2111	559	21	2102	4	A0991	302	11	13	410313
R3624242089992008040012	1	123	6501	542	52	2104	530	25	2405	4	Q0401	110	11	19	352225
R3624242089992008040013	1	110	1114	190	41	2204	519	31	2201	5	A1491	299	11	16	230104
R3624242089992008040014	1	120	2104	560	31	2282	535	18	2125	2	A1705	301	11	17	211121
R3624242089992008040015	1	117	6439	505	68	2312	534	27	2112	2	G0399	203	11	16	411625
R3624242089992008040016	1	127	3305	572	21	1804	517	20	2119	2	G0101	202	11	15	210204
R3624242089992008040017	1	112	6112	541	21	799	567	20	2200	4	C0201	202	11	16	140414
R3624242089992008040018	1	101	4113	804	60	2224	514	35	2209	2	C0100	300	11	15	632724
R3624242089992008040019	1	126	6401	110	22	1301	508	23	2121	2	Q0401	205	11	17	330782
R3624242089992008040020	1	103	4911	501	42	2116	522	2	2307	4	X0076	300	11	13	152827
R3624242089992008040021	1	117	2305	301	12	2223	528	39	2213	2	R0202	201	11	18	370891
R3624242089992008040022	1	111	5506	100	62	2218	569	5	2307	3	R0300	299	11	19	452127
R3624242089992008040023	1	116	4106	512	64	1400	543	24	2402	1	B0503	301	11	11	340501
R3624242089992008040024	1	109	2102	802	70	2381	503	31	2110	6	U0500	208	11	18	321181
R3624242089992008040025	1	107	1304	557	22	2228	505	27	2202	2	P0302	301	11	16	210604
R3624242089992008040026	1	117	2102	190	71	2406	602	42	2120	5	D0102	201	11	15	220110
R3624242089992008040027	1	102	3506	190	42	2211	513	8	2302	2	D0220	206	11	11	142423
R3624242089992008040028	1	126	5107	200	44	1100	549	7	2306	5	G0207	110	11	15	410200
R3624262009992008120059	1	107	1108	508	68	1707	571	44	2126	2	B0201	300	11	16	230205
R3624262009992008120060	1	123	5608	549	60	1183	516	49	2309	6	K0600	203	11	14	232301
R3624262009992008120061	1	124	5311	558	27	100	571	27	2121	1	I0999	204	11	12	522223
R3624262009992008120062	1	122	6100	546	25	1603	574	35	2300	4	A0404	205	11	14	429000
R3624262009992008120063	1	122	6101	203	25	2102	542	44	2115	1	C0602	205	11	17	320118
R3624262009992008120064	1	107	6501	527	72	2400	542	9	2118	3	Y0015	206	11	13	341182
R3624262009992008120066	1	123	2404	802	65	2225	546	36	2204	1	C0241	311	11	11	310101
R3624262009992008120067	1	111	4114	532	47	2317	510	37	2203	4	M0501	208	11	15	321088
R3624262009992008120068	1	120	4401	543	26	2280	553	4	2213	6	A1702	200	11	15	150404
R3624262009992008120069	1	103	5201	401	26	2327	553	49	2118	1	C0107	206	11	19	370407
R3624262009992008120070	1	102	4908	200	30	2480	522	47	2301	6	X0051	312	11	13	430400
R3624262009992008120071	1	101	7487	553	70	2220	567	47	2125	2	J0202	200	11	14	232500
R3624262009992008120072	1	106	5401	558	64	1181	512	5	2305	3	A1304	204	11	11	130406
R3624262009992008120073	1	111	5301	801	69	2228	546	12	2302	1	F9900	201	11	19	330110
R3624262009992008120074	1	103	5206	543	20	2327	547	28	2102	1	A0300	299	11	16	370923
R3624262009992008120075	1	110	6180	807	10	1782	557	19	2405	1	H1500	204	11	16	371403
R3624262009992008120076	1	123	5680	200	23	2226	554	81	2113	5	X0062	204	11	11	130724
R3624262009992008120077	1	107	5309	509	10	1680	514	42	2126	1	L9900	201	11	17	410700
R3624262009992008120078	1	101	3407	544	61	1409	545	16	2302	5	N0305	312	11	14	510811
R3624262009992008120079	1	124	7485	130	51	1480	551	1	2125	4	B9900	312	11	11	142627
R3624262009992008120080	1	119	6417	558	52	2385	546	80	2404	4	P0203	311	11	17	210901
R3624262009992008120081	1	124	6103	560	23	1199	563	6	2123	2	D0105	205	11	16	640101
R3624262009992008120082	1	126	5685	566	72	1781	502	24	2210	2	W0634	201	11	14	513427
R3624262009992008120083	1	121	6112	565	20	1707	559	37	2304	6	A0801	120	11	14	210903
R3624262009992008120084	1	105	4509	543	68	1409	558	51	2403	5	E0413	204	11	11	210283
R3624262009992008120085	1	118	3000	110	69	2203	569	31	2211	1	B1399	190	11	19	140423
R3624262009992008120086	1	127	2400	300	47	1799	504	29	2203	4	C0236	311	11	11	210508
R3624242109992007120025	1	104	2119	501	65	2208	547	34	2309	1	I0101	299	11	12	320812
R3624242109992007120026	1	116	4503	810	43	1800	526	19	2305	6	J0499	206	11	14	130702
R3624242109992007120027	1	101	5181	402	27	1406	601	9	2111	2	L0603	206	11	19	130728
R3624242109992007120028	1	114	7306	545	13	1480	571	31	2201	4	W0056	200	11	17	440800
R3624242109992007120029	1	112	5715	571	47	1104	563	11	2122	3	W0218	312	11	18	142323
R3624242109992007120030	1	102	7401	532	70	1499	574	49	2108	3	A1302	302	11	18	231181
R3624242109992007120031	1	114	7204	810	60	2233	502	43	2118	3	Q0402	110	11	19	362425
R3624242109992007120032	1	108	5115	304	28	2334	507	24	2401	5	B0505	120	11	17	320304
R3624242109992007120033	1	121	5900	568	48	2303	514	4	2107	6	P0499	209	11	18	150206
R3624242109992007120034	1	111	4602	510	47	2100	505	28	2119	1	D0220	312	11	14	440100
R3624242109992007120035	1	103	5617	807	41	2299	547	50	2110	6	B0505	207	11	11	612731
R3624242109992007120036	1	121	7480	523	26	2109	559	26	2115	2	N0200	206	11	15	460084
R3624242109992007120037	1	111	3240	402	68	2322	502	32	2208	2	L0101	205	11	13	652740
R3624242109992007120038	1	105	4908	526	23	320	573	34	2211	1	H0599	312	11	13	431102
R3624242109992007120039	1	115	4980	302	16	2310	511	3	2301	1	B9900	203	11	15	220821
R3624242109992007120040	1	119	5703	500	60	1307	573	27	2113	4	B0899	206	11	12	341202
R3624242109992007120041	1	120	5000	525	30	2104	557	42	2105	5	I1299	205	11	12	420602
R3624242109992007120042	1	124	7190	519	61	2222	569	19	2114	3	H1302	301	11	17	130528
R3624242109992007120043	1	101	3522	527	45	2210	539	6	2209	6	B0799	206	11	17	150425
R3624242109992007120044	1	102	4504	405	13	2330	571	51	2113	1	W0356	301	11	18	411329
R3624242109992007120045	1	109	3401	517	43	140	520	34	2116	6	L0102	100	11	17	341404
R3624242109992007120046	1	102	2123	568	61	1410	545	18	2114	3	Q0500	110	11	18	522228
R3624242109992007120048	1	121	3530	124	69	2284	539	7	2402	3	B0400	204	11	16	142328
R3624242109992007120049	1	112	7114	519	71	140	559	81	2118	3	B0130	300	11	13	350628
R3624242109992007120050	1	127	3621	502	64	2114	552	10	2300	1	B0801	312	11	15	372901
R3624242109992007120051	1	121	5113	566	60	2108	556	10	2122	3	A0800	120	11	19	411024
R3624242109992007120054	1	112	3900	502	61	2311	531	39	2402	5	L0704	204	11	13	341626
R3624271039992006100020	1	108	4581	490	62	2335	555	33	2210	1	B1200	190	11	17	350304
R3624271039992006100024	1	118	5411	530	61	2312	556	32	2103	5	P0408	190	11	13	130132
R3624271039992006100025	1	118	1103	806	44	2234	561	9	2200	3	D0107	313	11	12	130433
R3624271039992006100026	1	103	2115	534	60	2226	573	28	2202	6	E0112	204	11	11	362526
R3624271039992006100027	1	103	5206	558	46	2285	542	9	2301	6	E0415	205	11	16	440500
R3624271039992006100028	1	107	5507	557	68	2313	511	41	2120	4	O0302	190	11	13	140211
R3624271039992006100029	1	114	1110	804	64	1590	570	2	2104	5	B0902	203	11	14	411211
R3624271039992006100030	1	106	2405	507	69	2207	520	22	2304	3	B1100	302	11	11	320701
R3624271039992006100032	1	121	1114	544	23	2202	506	28	2115	2	I0799	200	11	17	430700
R3624271039992006100033	1	119	2113	515	10	1502	506	15	2113	6	L0404	100	11	12	350182
R3624271039992006100035	1	121	8900	124	14	2400	551	18	2120	2	W0528	203	11	19	370211
R3624271039992006100036	1	116	2118	528	25	1601	560	44	2300	2	B0209	313	11	18	530421
R3624271039992006100037	1	120	6437	541	26	702	544	21	2109	1	K1002	301	11	15	130524
R3624271039992006100038	1	118	4405	521	69	1184	558	28	2114	3	W0300	204	11	15	510100
R3624271039992006100039	1	127	7000	803	52	2111	571	36	2116	3	Q0299	300	11	19	341201
R3624271039992006100040	1	102	7401	505	72	1183	519	33	2121	6	I1099	200	11	16	210123
R3624271039992006100041	1	108	2114	122	12	2100	522	45	2210	3	H1106	201	11	17	350205
R3624271039992006100042	1	114	4580	404	22	2283	562	12	2201	1	A0600	302	11	12	230881
R3624271039992006100043	1	103	5324	565	65	110	554	20	2401	6	L0100	301	11	18	341021
R3624271039992006100044	1	124	1380	509	51	2223	565	33	2207	2	I0100	299	11	12	142702
R3624271039992006100045	1	112	3406	504	46	2325	548	25	2200	1	N0105	302	11	19	320305
R3624271039992006100046	1	123	1106	536	48	2326	542	8	2302	6	H0105	312	11	17	513300
R3624271039992006100047	1	110	7480	802	41	2399	550	25	2308	2	C0311	312	11	19	462300
R3624271039992006100048	1	122	3507	801	43	2325	513	11	2108	1	V0132	206	11	15	350521
R3624271039992006100049	1	120	7481	506	21	2212	528	50	2104	2	E0204	208	11	15	511102
R3624271039992006100050	1	126	5301	506	51	2312	503	14	2301	4	B0905	209	11	16	542226
R3624271039992006100053	1	101	4590	566	51	2218	559	3	2304	4	V0120	313	11	19	341801
R3624242059992008060001	1	121	2114	550	20	1782	510	6	2106	3	B0150	312	11	19	220602
R3624242059992008060002	1	112	4908	205	10	390	549	20	2119	2	A0110	203	11	19	130282
R3624242059992008060003	1	112	4206	302	64	2199	516	25	2105	4	E0400	204	11	15	622901
R3624242059992008060005	1	108	4609	121	63	300	504	3	2101	5	M0500	313	11	16	152500
R3624242059992008060006	1	102	5508	390	67	1881	520	49	2405	2	G0501	202	11	15	532900
R3624242059992008060007	1	106	5606	805	27	701	530	6	2120	1	H1000	313	11	16	370300
R3624242059992008060008	1	126	6407	803	48	2318	550	51	2106	4	E0180	300	11	13	430302
R3624242059992008060009	1	127	5205	540	23	2233	602	20	2303	1	B0150	312	11	16	130528
R3624242059992008060010	1	108	6426	501	31	350	561	31	2107	1	D0100	299	11	12	640322
R3624242059992008060011	1	113	3512	803	12	2380	554	33	2302	3	F0399	204	11	15	542626
R3624242059992008060012	1	114	5100	544	14	2102	516	28	2208	1	E0303	313	11	18	450323
R3624242059992008060013	1	116	5717	401	20	1401	520	46	2401	5	K1001	205	11	14	450981
R3624242059992008060014	1	113	6411	500	45	1405	515	14	2203	3	C0204	209	11	13	370685
R3624242059992008060015	1	118	6105	556	42	1800	561	51	2211	4	C0611	207	11	14	632121
R3624242059992008060016	1	112	8000	562	71	120	558	8	2120	3	C0224	311	11	18	230623
R3624242059992008060017	1	125	4910	542	68	383	543	21	2113	3	G0204	209	11	19	130221
R3624242059992008060018	1	104	5617	525	60	1300	501	26	2126	6	U0350	207	11	16	411526
R3624242059992008060019	1	101	5323	552	28	1403	542	29	2207	5	X0046	207	11	13	140123
R3624242059992008060020	1	127	5709	809	16	1801	548	3	2211	2	F0699	300	11	11	371522
R3624242059992008060021	1	106	3504	517	10	1180	506	31	2207	6	C0105	207	11	19	500113
R3624242059992008060022	1	112	6403	561	16	2281	534	33	2121	3	M0101	204	11	19	513222
R3624242059992008060023	1	110	5716	565	41	2307	571	33	2403	1	B0904	203	11	13	420119
R3624242059992008060024	1	112	7111	572	67	1781	563	45	2402	5	F0603	120	11	11	430501
R3624242059992008060025	1	103	3690	561	43	2310	529	2	2213	1	C0209	299	11	18	513230
R3624242059992008060026	1	101	7900	552	16	1605	536	11	2306	3	C0399	300	11	12	410527
R3624242059992008060027	1	105	6502	121	67	1309	530	24	2305	4	G0207	312	11	17	142703
R3624242059992008060028	1	124	5713	542	32	2314	540	4	2108	5	F0599	201	11	18	532500
R3624242129992008060019	1	102	1301	564	60	1605	568	7	2126	3	W0554	207	11	18	152627
R3624242129992008060020	1	122	2390	544	68	2306	601	8	2206	3	B0904	204	11	15	530402
R3624242129992008060021	1	123	6517	571	65	1802	574	11	2403	4	L0705	190	11	17	370783
R3624242129992008060022	1	122	5000	559	46	2380	554	24	2400	5	P0401	207	11	14	370827
R3624242129992008060025	1	109	3515	529	21	2303	601	15	2303	6	Q0699	312	11	17	632500
R3624242129992008080005	1	119	4190	507	46	1804	569	7	2119	6	U0500	190	11	15	350825
R3624242129992008090001	1	105	3481	406	63	1310	554	8	2121	4	H0499	202	11	12	460200
R3624242129992008090002	1	124	5106	527	48	199	557	24	2112	4	O9900	208	11	13	410300
R3624242129992008120005	1	114	1101	539	70	1306	538	29	2103	3	A1300	301	11	14	130207
R3624242129992009010012	1	124	5115	500	26	1703	547	80	2309	4	M0300	205	11	11	513331
R3624242139992007100001	1	113	5117	405	62	2280	556	17	2304	6	W0144	208	11	17	450100
R3624242139992007100002	1	121	6435	544	69	1400	554	29	2405	2	L0320	110	11	11	653024
R3624242139992007100003	1	103	5511	550	52	383	558	44	2108	5	A1604	110	11	18	373001
R3624242139992007100004	1	103	1114	810	16	1899	544	42	2305	2	A0100	110	11	13	420114
R3624242139992007110001	1	109	4114	554	65	1681	601	24	2402	4	H0101	300	11	17	532929
R3624242139992007110002	1	104	5107	512	28	2285	539	6	2302	1	W0208	208	11	19	210124
R3624242139992007110003	1	127	1105	401	26	703	539	80	2108	1	J0499	200	11	18	542223
R3624242139992007110004	1	116	5715	812	47	390	510	8	2102	4	C0112	110	11	14	622226
R3624242139992007120001	1	120	5690	807	27	381	549	12	2212	6	Q0107	299	11	14	330881
R3624242139992007120002	1	126	3503	400	26	1308	508	19	2111	6	R0208	205	11	13	130628
R3624242139992007120003	1	113	5400	403	65	1302	568	26	2102	1	H0200	120	11	16	321323
R3624242139992007120004	1	114	4205	801	73	1699	526	20	2301	2	H0101	209	11	16	210505
R3624242139992007120005	1	105	3510	512	42	1309	534	26	2106	4	C0202	302	11	17	130826
R3624242139992007120006	1	101	6200	541	62	1804	518	10	2119	1	U0212	200	11	15	210101
R3624242139992007120007	1	126	6532	808	28	1182	564	29	2122	6	M0101	311	11	15	350403
R3624242139992007120008	1	123	5504	122	31	799	573	25	2300	4	W0170	299	11	19	350424
R3624242139992007120009	1	123	6414	542	16	1602	533	26	2301	1	G0199	311	11	16	630102
R3624262009992008120087	1	119	6435	506	12	2400	553	37	2204	6	Q0105	313	11	13	331101
R3624262009992008120088	1	101	5500	808	25	2383	505	28	2107	3	X0048	205	11	14	411901
R3624262009992008120089	1	108	2119	130	24	2300	568	40	2404	6	W0112	190	11	17	650205
R3624262009992008120090	1	114	4909	801	41	2225	537	44	2205	2	G0308	200	11	11	210400
R3624262009992008120091	1	115	5611	540	23	2308	558	44	2212	4	P0403	202	11	12	222400
R3624262009992008120092	1	115	5900	405	41	2110	532	31	2101	3	D0230	201	11	19	411611
R3624262009992008120093	1	115	2307	517	25	2180	524	10	2209	4	Y0008	208	11	16	532327
R3624262009992008120094	1	117	1304	546	21	1304	503	82	2303	5	U0400	205	11	14	520208
R3624264009992007100001	1	108	5205	559	26	2334	516	81	2107	6	J0199	301	11	12	210701
R3624264009992007110001	1	103	6522	500	15	1880	516	12	2208	2	D0102	204	11	13	663000
R3624264009992007110002	1	118	6418	130	65	2319	572	80	2200	2	L0703	205	11	13	370101
R3624264009992007110003	1	122	6416	512	25	2382	520	50	2115	1	P0408	120	11	11	442000
R3624270149992008060018	1	107	2119	506	45	130	503	51	2307	3	S0101	200	11	17	420607
R3624270149992008060019	1	115	5324	535	23	140	545	49	2112	4	E0207	313	11	17	513023
R3624270149992008060020	1	115	2123	524	13	300	521	2	2110	4	H0101	205	11	12	662722
R3624270149992008060021	1	105	2190	568	41	2319	535	27	2101	2	Y0090	312	11	19	231002
R3624270149992008060022	1	112	1100	505	45	1108	530	50	2126	1	D0100	207	11	19	120103
R3624270149992008060023	1	109	6100	404	20	2231	555	36	2119	5	I1300	203	11	17	370684
R3624270149992008060024	1	118	4580	506	42	1406	526	40	2302	5	G0299	200	11	13	450922
R3624270149992008060025	1	113	6405	523	20	1300	555	11	2405	5	L0599	311	11	17	530125
R3624270149992008060026	1	127	2102	810	63	2312	517	50	2116	4	D0110	120	11	14	420101
R3624270149992008060027	1	125	5101	571	20	2110	509	27	2403	2	L0606	312	11	11	410814
R3624270149992008060028	1	103	1109	501	23	1705	554	29	2207	4	B0701	206	11	19	430725
R3624270149992008060029	1	115	6432	552	14	1301	505	7	2113	5	G0104	209	11	14	612422
R3624270149992008060030	1	115	7486	501	69	1399	515	29	2404	6	N0305	203	11	17	362425
R3624270149992008060031	1	108	6404	560	12	2404	515	3	2122	4	A1200	299	11	18	510106
R3624270149992008060033	1	126	5615	290	70	2230	560	27	2307	2	A0302	301	11	13	612732
R3624012099992007110004	1	126	5700	290	44	2101	501	80	2121	5	C0243	110	11	13	340301
R3624012099992007110006	1	102	7112	571	28	1590	537	46	2204	4	A0302	301	11	18	411628
R3624012099992007110007	1	122	5290	401	51	1107	562	24	2207	5	V0100	201	11	15	360430
R3624012099992007110008	1	108	5508	301	51	2212	517	17	2120	5	M0599	110	11	19	513101
R3624012099992007110009	1	119	1104	122	25	2116	512	2	2307	1	I1302	204	11	12	330110
R3624012099992007110010	1	101	4511	559	48	1103	574	10	2112	2	B0170	203	11	12	542623
R3624012099992007110012	1	108	2402	518	65	2316	536	48	2118	6	E0100	312	11	18	460103
R3624012099992007110014	1	118	3601	806	50	2214	505	81	2305	4	C0608	313	11	18	130106
R3624012099992007110015	1	116	3240	302	65	1503	534	35	2307	6	E0302	203	11	16	640321
R3624012099992007110017	1	127	5600	506	63	1403	510	46	2308	1	E0416	203	11	11	230600
R3624012099992007110018	1	110	3530	566	31	2222	503	7	2116	5	L0520	204	11	19	110113
R3624012099992007110020	1	111	5113	538	47	2233	522	31	2308	3	U0280	100	11	13	640000
R3624012099992007110022	1	126	3515	120	52	2282	534	12	2207	2	I0799	204	11	15	350304
R3624012099992007110025	1	113	4108	561	51	2213	532	24	2309	4	X0048	208	11	11	360440
R3624012099992007110026	1	109	2290	510	47	1499	511	80	2124	1	N0199	204	11	15	520100
R3624012099992007120001	1	121	2200	808	16	2210	526	27	2405	2	I1199	311	11	18	411721
R3624012099992007120002	1	120	1190	190	11	2205	544	10	2209	4	F0401	299	11	19	610321
R3624012099992007120003	1	118	3504	519	30	2114	530	2	2111	2	A1792	205	11	18	230000
R3624012099992007120004	1	102	3480	204	11	1220	502	25	2207	2	M0106	313	11	12	370828
R3624012099992007120005	1	118	7301	122	23	2206	570	19	2302	6	X0024	120	11	16	211005
R3624012099992007120006	1	108	7208	404	50	2313	523	35	2304	3	B0907	120	11	15	430800
R3624012099992007120007	1	109	5306	566	20	1601	505	24	2308	1	S0203	313	11	12	211201
R3624012099992007120008	1	111	6108	390	41	2407	552	12	2100	6	M0400	311	11	16	520330
R3624012099992007120009	1	105	5201	569	69	1899	511	50	2111	6	K1006	100	11	19	231182
R3624012099992007120010	1	119	4206	565	21	320	565	12	2119	5	F0631	200	11	12	220723
R3624012099992008010001	1	101	4510	809	43	2203	521	42	2200	6	W0756	312	11	17	352201
R3624012099992008030001	1	111	2210	550	51	140	503	11	2403	3	A9900	302	11	12	350481
R3624271039992006100055	1	110	4405	405	65	2232	539	44	2305	6	S0105	301	11	15	341023
R3624271039992006100056	1	118	7000	124	50	2305	555	39	2402	1	M9900	311	11	16	632225
R3624271039992006100057	1	122	4102	100	15	1781	537	29	2115	4	H1004	206	11	16	522500
R3624271039992006110001	1	114	4180	811	26	2226	508	23	2120	4	Q0300	190	11	19	222404
R3624271039992006110002	1	112	6409	557	43	2314	561	51	2115	2	E0405	203	11	17	210701
R3624271039992006110003	1	109	5617	519	24	340	553	11	2301	5	E0115	204	11	16	632822
R3624271039992006110004	1	110	7482	508	66	1408	521	41	2126	2	H1005	299	11	11	533124
R3624271039992006110005	1	114	6112	523	10	2304	564	33	2206	3	G0201	301	11	15	532926
R3624271039992006110006	1	125	4503	520	20	2306	521	6	2202	4	A1794	209	11	16	130431
R3624271039992006110007	1	115	5207	203	45	1804	551	40	2201	1	A0400	299	11	13	210100
R3624271039992006110008	1	119	6412	550	20	2222	514	34	2100	5	U0310	203	11	19	150602
R3624271039992006110009	1	121	1303	121	25	1680	555	7	2307	1	K0199	200	11	18	422801
R3624271039992006110010	1	112	6111	505	42	702	560	37	2112	2	D0107	100	11	18	610430
R3624271039992006110011	1	106	1302	547	21	2235	558	43	2126	5	U0300	311	11	16	610321
R3624271039992006110012	1	111	5303	557	13	2383	571	26	2304	4	A0921	311	11	14	511309
R3624271039992006110013	1	110	6440	304	46	2302	560	2	2302	2	Y0021	100	11	14	340203
R3624271039992006110014	1	103	7305	509	41	1503	532	17	2110	2	I0400	110	11	19	140521
R3624271039992006110015	1	107	1114	806	11	2214	573	82	2201	4	X0025	120	11	18	360412
R3624271039992006110016	1	104	2201	517	11	2331	561	12	2400	3	C0219	204	11	12	362221
R3624271039992006110017	1	108	2125	543	10	2313	574	44	2400	6	A0499	110	11	13	230621
R3624271039992006110018	1	124	3281	570	41	2114	554	12	2103	2	E0399	202	11	13	440781
R3624271039992006110019	1	116	2306	523	68	500	548	27	2122	6	W0954	302	11	14	230700
R3624271039992006110020	1	102	5605	406	63	381	506	19	2406	6	M0301	208	11	17	420703
R3624271039992006110021	1	114	6532	545	30	1102	519	42	2406	4	L0703	202	11	12	460082
R3624271039992006110022	1	127	3515	549	47	1680	536	46	2114	3	N0205	204	11	13	220700
R3624271039992006110023	1	117	2401	520	46	2110	510	42	2406	1	L0603	301	11	18	350602
R3624271039992006110024	1	121	4404	525	72	1601	501	31	2114	1	H1499	300	11	12	610329
